Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1047315,,6723,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,391500,53.614296207141344,-113.44486665343614,POINT (-113.44486665343614 53.614296207141344),100,,,RESIDENTIAL,,
1200468,,15701,95 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,310500,53.53124745421172,-113.5919583949765,POINT (-113.5919583949765 53.53124745421172),100,,,RESIDENTIAL,,
1174051,,8007,189 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,432500,53.5131619597253,-113.64869497261674,POINT (-113.64869497261674 53.5131619597253),100,,,RESIDENTIAL,,
1176742,606,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,203000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1062850,1008,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,110500,53.542637347578406,-113.51709427725768,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1300771,,9225,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,284500,53.527558834501114,-113.58105987197932,POINT (-113.58105987197932 53.527558834501114),100,,,RESIDENTIAL,,
1152164,,16108,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,357500,53.517977948313536,-113.6005951198123,POINT (-113.6005951198123 53.517977948313536),100,,,RESIDENTIAL,,
1123330,,2919,151 AVENUE NW,N,2430,KIRKNESS,Dene Ward,164000,53.61333692583089,-113.38158765811959,POINT (-113.38158765811959 53.61333692583089),100,,,RESIDENTIAL,,
1030485,10,10160,119 STREET NW,N,1150,OLIVER,O-day'min Ward,142500,53.54226423602291,-113.5273471571312,POINT (-113.5273471571312 53.54226423602291),100,,,RESIDENTIAL,,
1297761,912,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,60500,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1255215,,39,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,142000,53.48548453282371,-113.49769898515218,POINT (-113.49769898515218 53.48548453282371),100,,,RESIDENTIAL,,
1263128,407,14916,26 STREET NW,N,2280,FRASER,Dene Ward,61000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1130087,,7420,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,335000,53.50967252013921,-113.64866725655466,POINT (-113.64866725655466 53.50967252013921),100,,,RESIDENTIAL,,
1129469,,15300,82 AVENUE NW,N,4280,LYNNWOOD,sipiwiyiniwak Ward,412000,53.515504244945745,-113.5848911137027,POINT (-113.5848911137027 53.515504244945745),100,,,RESIDENTIAL,,
1177674,1606,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,225500,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1242312,,16621,93A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,337500,53.52963096724903,-113.61137477406224,POINT (-113.61137477406224 53.52963096724903),100,,,RESIDENTIAL,,
1313782,807,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,125500,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1192855,,9352,175 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,311500,53.637801959934265,-113.48643720694295,POINT (-113.48643720694295 53.637801959934265),100,,,RESIDENTIAL,,
1137652,,8021,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,381000,53.51405608954464,-113.58680293916636,POINT (-113.58680293916636 53.51405608954464),100,,,RESIDENTIAL,,
1245596,,12134,90 STREET NW,N,1010,ALBERTA AVENUE,Métis Ward,0,53.575874624548455,-113.4801248756701,POINT (-113.4801248756701 53.575874624548455),100,,,OTHER RESIDENTIAL,,
1100361,,15112,78 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,446500,53.511739721954555,-113.58243730896349,POINT (-113.58243730896349 53.511739721954555),100,,,RESIDENTIAL,,
1298462,,9440,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,393500,53.53081601783054,-113.58203777400475,POINT (-113.58203777400475 53.53081601783054),100,,,RESIDENTIAL,,
1298231,,16723,93 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,320000,53.629793223134264,-113.4845354644041,POINT (-113.4845354644041 53.629793223134264),100,,,RESIDENTIAL,,
1190206,,8810,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,403500,53.52343573724101,-113.59874249642233,POINT (-113.59874249642233 53.52343573724101),100,,,RESIDENTIAL,,
1118215,,20515,5 AVENUE SW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,754500,53.42786995836966,-113.67555471067675,POINT (-113.67555471067675 53.42786995836966),100,,,RESIDENTIAL,,
1102128,,19950,FORT ROAD NE,N,2670,RURAL NORTH EAST HORSE HILL,Dene Ward,3000,53.66321824210862,-113.3308088755879,POINT (-113.3308088755879 53.66321824210862),100,,,FARMLAND,,
1191287,,15703,89 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,357000,53.52285253346742,-113.59445124192298,POINT (-113.59445124192298 53.52285253346742),100,,,RESIDENTIAL,,
1221985,19,2115,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,167000,53.45106721911202,-113.52948864239029,POINT (-113.52948864239029 53.45106721911202),100,,,RESIDENTIAL,,
1096320,,18012,92 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,294000,53.643033693693994,-113.48224038273054,POINT (-113.48224038273054 53.643033693693994),100,,,RESIDENTIAL,,
1252295,,8926,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,348000,53.52211945651502,-113.5890670771163,POINT (-113.5890670771163 53.52211945651502),100,,,RESIDENTIAL,,
1127679,,12009,162 AVENUE NW,N,3180,DUNLUCE,Anirniq Ward,159500,53.622074510249355,-113.53232312364881,POINT (-113.53232312364881 53.622074510249355),100,,,RESIDENTIAL,,
1257393,,8942,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,310000,53.522549920587586,-113.58555597192587,POINT (-113.58555597192587 53.522549920587586),100,,,RESIDENTIAL,,
1180264,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1063734,,,,N,5200,GARNEAU,papastew Ward,5500,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1002088,,16,RIVER HEIGHTS DRIVE NW,N,4469,RIVER'S EDGE,sipiwiyiniwak Ward,33000,53.45596874728189,-113.632184691048,POINT (-113.632184691048 53.45596874728189),52,48,,RESIDENTIAL,FARMLAND,
1086420,806,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,173000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1260272,,9001,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,431000,53.52325731983088,-113.5845726099084,POINT (-113.5845726099084 53.52325731983088),100,,,RESIDENTIAL,,
1163856,,18948,82 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,363500,53.51619496957471,-113.65088866187675,POINT (-113.65088866187675 53.51619496957471),100,,,RESIDENTIAL,,
1190180,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1161728,,8506,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,400000,53.51857828817668,-113.64735026598595,POINT (-113.64735026598595 53.51857828817668),100,,,RESIDENTIAL,,
1185198,,4522,127 AVENUE NW,N,2350,HOMESTEADER,Dene Ward,155000,53.58558464645093,-113.41278110068353,POINT (-113.41278110068353 53.58558464645093),100,,,RESIDENTIAL,,
1096221,,17907,92A STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,275000,53.64259411782819,-113.48285927389226,POINT (-113.48285927389226 53.64259411782819),100,,,RESIDENTIAL,,
1214477,,,,N,1070,CROMDALE,Métis Ward,8000,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1286871,1101,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,93500,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1306349,109,11848,87 STREET NW,N,1100,EASTWOOD,Métis Ward,74500,53.5711455053695,-113.47490878942168,POINT (-113.47490878942168 53.5711455053695),100,,,RESIDENTIAL,,
1145309,,15611,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,368500,53.51561512164792,-113.59073558206828,POINT (-113.59073558206828 53.51561512164792),100,,,RESIDENTIAL,,
1110444,,7313,156 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,520000,53.50568001946602,-113.58996620896255,POINT (-113.58996620896255 53.50568001946602),100,,,RESIDENTIAL,,
1187301,,8908,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,329500,53.5247497455291,-113.60167976432612,POINT (-113.60167976432612 53.5247497455291),100,,,RESIDENTIAL,,
1246941,212,4810,MILL WOODS ROAD SOUTH NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,86500,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1144617,,8116,158 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,324000,53.516271344000884,-113.59544980391317,POINT (-113.59544980391317 53.516271344000884),100,,,RESIDENTIAL,,
1240977,21,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,142000,53.45276524663606,-113.53139026263788,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1042860,19,15710,BEAUMARIS ROAD NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,166500,53.61796616572657,-113.50328669242306,POINT (-113.50328669242306 53.61796616572657),100,,,RESIDENTIAL,,
1224005,25,11111,26 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,230500,53.458207330135366,-113.51777707261711,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1133719,206,18004,62B AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,117000,53.49725870292608,-113.63495926233547,POINT (-113.63495926233547 53.49725870292608),100,,,RESIDENTIAL,,
1053016,,4142,36 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,356500,53.47837958855374,-113.39619082462092,POINT (-113.39619082462092 53.47837958855374),100,,,RESIDENTIAL,,
1062116,303,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,98000,53.542637347578406,-113.51709427725768,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1082452,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1356039,,9926,157 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,254000,53.53831627377954,-113.59255927197984,POINT (-113.59255927197984 53.53831627377954),100,,,RESIDENTIAL,,
1284025,,15140,118 AVENUE NW,N,4330,MITCHELL INDUSTRIAL,Anirniq Ward,860000,53.57069777557068,-113.58262638536301,POINT (-113.58262638536301 53.57069777557068),100,,,COMMERCIAL,,
1125012,41,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,181000,53.481562086954206,-113.57882985906069,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1080506,,4175,95 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,4822000,53.4784157588109,-113.4744545410004,POINT (-113.4744545410004 53.4784157588109),100,,,COMMERCIAL,,
1277458,101,9505,77 AVENUE NW,N,6610,RITCHIE,papastew Ward,178000,53.51298680606999,-113.4736266233447,POINT (-113.4736266233447 53.51298680606999),100,,,RESIDENTIAL,,
1060433,43,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,147000,53.44375019658075,-113.43118122134344,POINT (-113.43118122134344 53.44375019658075),100,,,RESIDENTIAL,,
1093525,,523,HEGLER CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,599500,53.46592227809428,-113.5995645822262,POINT (-113.5995645822262 53.46592227809428),100,,,RESIDENTIAL,,
1096544,,9110,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,323500,53.64314493294826,-113.4788954418851,POINT (-113.4788954418851 53.64314493294826),100,,,RESIDENTIAL,,
1195460,,8317,158 AVENUE NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,286000,53.61832478302054,-113.46925495629881,POINT (-113.46925495629881 53.61832478302054),100,,,RESIDENTIAL,,
1314244,,9647,159 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,252000,53.53447963351465,-113.59509162478243,POINT (-113.59509162478243 53.53447963351465),100,,,RESIDENTIAL,,
1355197,210,2604,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,51500,53.60308934454517,-113.38287756965815,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1038769,101,10549,87 AVENUE NW,N,5480,STRATHCONA,papastew Ward,288500,53.52226659841293,-113.50285323700305,POINT (-113.50285323700305 53.52226659841293),100,,,RESIDENTIAL,,
1169630,,609,HENDERSON STREET NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,502000,53.466449018626065,-113.59793085292173,POINT (-113.59793085292173 53.466449018626065),100,,,RESIDENTIAL,,
1246388,205,1620,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,66500,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1032150,,2538,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,181000,53.45704125727985,-113.45431883515649,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1124775,25,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,182000,53.481562086954206,-113.57882985906069,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1298058,,10403,29A AVENUE NW,N,5180,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,38000,53.46058168633233,-113.49647195530946,POINT (-113.49647195530946 53.46058168633233),100,,,COMMERCIAL,,
1287408,1511,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,114500,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1279298,,15416,94A AVENUE NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,271000,53.530761099560635,-113.5878501842748,POINT (-113.5878501842748 53.530761099560635),100,,,RESIDENTIAL,,
1142256,,18720,70 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,384000,53.50403070310271,-113.64716719715277,POINT (-113.64716719715277 53.50403070310271),100,,,RESIDENTIAL,,
1246230,101,1620,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,85000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1034644,,10856,21 AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,376500,53.453482300524755,-113.50661434125256,POINT (-113.50661434125256 53.453482300524755),100,,,RESIDENTIAL,,
1270867,,8711,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,302500,53.52002047246386,-113.58106028756207,POINT (-113.58106028756207 53.52002047246386),100,,,RESIDENTIAL,,
1328285,,9803,164 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,350500,53.53635451225648,-113.60394738556042,POINT (-113.60394738556042 53.53635451225648),100,,,RESIDENTIAL,,
1128495,,21904,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,204000,53.56151842586921,-113.6955354427064,POINT (-113.6955354427064 53.56151842586921),100,,,COMMERCIAL,,
1191436,,15713,89 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,361000,53.52335969455656,-113.59534717364647,POINT (-113.59534717364647 53.52335969455656),100,,,RESIDENTIAL,,
1078849,,7804,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,354000,53.614770995088584,-113.46339759113123,POINT (-113.46339759113123 53.614770995088584),100,,,RESIDENTIAL,,
1235456,2001,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,241000,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1107291,,14204,140 STREET NW,N,3340,PEMBINA,Anirniq Ward,572000,53.60419670197949,-113.56325773487951,POINT (-113.56325773487951 53.60419670197949),100,,,COMMERCIAL,,
1296227,29,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,166000,53.61879817678316,-113.5000048591404,POINT (-113.5000048591404 53.61879817678316),100,,,RESIDENTIAL,,
1080381,,4130,95 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,3051000,53.47744360936776,-113.47613814809412,POINT (-113.47613814809412 53.47744360936776),100,,,COMMERCIAL,,
1157247,407,9810,178 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,90500,53.53394321016487,-113.62989686412874,POINT (-113.62989686412874 53.53394321016487),100,,,RESIDENTIAL,,
1204122,,15902,93 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,330500,53.52854344737105,-113.59483941642239,POINT (-113.59483941642239 53.52854344737105),100,,,RESIDENTIAL,,
1319789,206,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,90000,53.54205923616651,-113.59691253943544,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1035864,,9516,178 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,370000,53.640296868528296,-113.4891696319159,POINT (-113.4891696319159 53.640296868528296),100,,,RESIDENTIAL,,
1281823,317,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,81000,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1314509,205,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,166000,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1290998,202,9408,149 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,59000,53.53019751261466,-113.57853573530407,POINT (-113.57853573530407 53.53019751261466),100,,,RESIDENTIAL,,
1092071,,5426,146 AVENUE NW,N,2130,CASSELMAN,Dene Ward,139500,53.609770050225286,-113.4227674575067,POINT (-113.4227674575067 53.609770050225286),100,,,RESIDENTIAL,,
1083559,,7407,158 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,500000,53.506103626454454,-113.5925750609007,POINT (-113.5925750609007 53.506103626454454),100,,,RESIDENTIAL,,
1007285,,8721,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,320500,53.61423035316539,-113.47536302840338,POINT (-113.47536302840338 53.61423035316539),100,,,RESIDENTIAL,,
1060227,22,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,136500,53.44375019658075,-113.43118122134344,POINT (-113.43118122134344 53.44375019658075),100,,,RESIDENTIAL,,
1154681,,8019,160 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,325000,53.51498057037201,-113.59786061232028,POINT (-113.59786061232028 53.51498057037201),100,,,RESIDENTIAL,,
1145069,,15627,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,346000,53.51597938314149,-113.59280885528084,POINT (-113.59280885528084 53.51597938314149),100,,,RESIDENTIAL,,
1182559,207,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,116000,53.54533669113939,-113.52182596053272,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1133925,206,6208,180 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,117000,53.49725870292608,-113.63495926233547,POINT (-113.63495926233547 53.49725870292608),100,,,RESIDENTIAL,,
1025782,13,12725,81 STREET NW,N,2020,BALWIN,tastawiyiniwak Ward,39000,53.58543065508136,-113.46503788755483,POINT (-113.46503788755483 53.58543065508136),100,,,RESIDENTIAL,,
1085364,1102,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,80500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1143783,,8212,ROWLAND ROAD NW,Y,6230,FOREST HEIGHTS,Métis Ward,706000,53.550609087745514,-113.45465736842344,POINT (-113.45465736842344 53.550609087745514),100,,,RESIDENTIAL,,
1213719,1005,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,162500,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1192681,,17524,93 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,299000,53.63741491246064,-113.48469477629743,POINT (-113.48469477629743 53.63741491246064),100,,,RESIDENTIAL,,
1044130,1103,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,168000,53.540051481661735,-113.52261283073618,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1199819,,5906,188 STREET NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,316000,53.49428082188972,-113.64909905265255,POINT (-113.64909905265255 53.49428082188972),100,,,RESIDENTIAL,,
1196153,,15621,83A STREET NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,289000,53.61715036202501,-113.4696932146216,POINT (-113.4696932146216 53.61715036202501),100,,,RESIDENTIAL,,
1063130,,11162,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,275000,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1082288,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1296052,38,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,164000,53.61879817678316,-113.5000048591404,POINT (-113.5000048591404 53.61879817678316),100,,,RESIDENTIAL,,
1130947,,7348,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,330500,53.50849318832122,-113.6504831607311,POINT (-113.6504831607311 53.50849318832122),100,,,RESIDENTIAL,,
1057991,,110,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,315000,53.479014129588,-113.40309712097803,POINT (-113.40309712097803 53.479014129588),100,,,RESIDENTIAL,,
1036037,,9533,180 AVENUE NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,5500,53.64127784914073,-113.49051465455159,POINT (-113.49051465455159 53.64127784914073),100,,,RESIDENTIAL,,
1190032,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1202779,,9302,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,360000,53.52921979635047,-113.59226258867406,POINT (-113.59226258867406 53.52921979635047),100,,,RESIDENTIAL,,
1066901,,1581,34 STREET SW,N,6663,DECOTEAU,Sspomitapi Ward,793500,53.41846698569855,-113.38732530755381,POINT (-113.38732530755381 53.41846698569855),98,2,,RESIDENTIAL,FARMLAND,
1271527,,8707,152 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,416500,53.520091706151796,-113.582815275746,POINT (-113.582815275746 53.520091706151796),100,,,RESIDENTIAL,,
1122456,,1775,137 AVENUE NW,N,2160,CLOVER BAR AREA,Dene Ward,82000,53.59563750596397,-113.36972977955008,POINT (-113.36972977955008 53.59563750596397),100,,,RESIDENTIAL,,
1024348,,18449,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,141000,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1074715,,2440,76 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,8412500,53.51341076672319,-113.37981738939708,POINT (-113.37981738939708 53.51341076672319),100,,,COMMERCIAL,,
1112069,,7307,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,460500,53.50539841827272,-113.58869972518228,POINT (-113.58869972518228 53.50539841827272),100,,,RESIDENTIAL,,
1321710,,9726,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,330500,53.53547756078089,-113.59256291648937,POINT (-113.59256291648937 53.53547756078089),100,,,RESIDENTIAL,,
1198167,,10605,11 AVENUE NW,N,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,197500,53.44122294104814,-113.49967488583613,POINT (-113.49967488583613 53.44122294104814),100,,,RESIDENTIAL,,
1071695,,1804,170 STREET NW,N,5570,WINDERMERE,pihêsiwin Ward,151500,53.45133880599665,-113.61728659637431,POINT (-113.61728659637431 53.45133880599665),100,,,COMMERCIAL,,
1010479,,910,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,560500,53.478355510143444,-113.58672732338866,POINT (-113.58672732338866 53.478355510143444),100,,,RESIDENTIAL,,
1123769,,15246,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,344000,53.51716378341305,-113.58498844766649,POINT (-113.58498844766649 53.51716378341305),100,,,RESIDENTIAL,,
1015155,,1603,105 STREET NW,N,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,6957000,53.446234190175694,-113.49883738094364,POINT (-113.49883738094364 53.446234190175694),100,,,OTHER RESIDENTIAL,,
1335124,,9716,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,314000,53.53547273250713,-113.61063978616177,POINT (-113.61063978616177 53.53547273250713),100,,,RESIDENTIAL,,
1151315,,10909,231 STREET NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,66000,53.55595638681482,-113.70461615320204,POINT (-113.70461615320204 53.55595638681482),100,,,COMMERCIAL,,
1082734,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1310507,,10189,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,204500,53.61879064397748,-113.49830002095884,POINT (-113.49830002095884 53.61879064397748),100,,,RESIDENTIAL,,
1094853,,279,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,545000,53.46453451945359,-113.59611773690116,POINT (-113.59611773690116 53.46453451945359),100,,,RESIDENTIAL,,
1164664,,8131,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,424500,53.51552696584867,-113.64586265135887,POINT (-113.64586265135887 53.51552696584867),100,,,RESIDENTIAL,,
